Auxload BatteryVoltage InternalRes MaxTorque MaxPower TotalTractiveEnergy TotalBatteryLosses SoC Cost
327.82176893915243 289.90791899781385 0.1 270.6745745913663 118990.79189978138 1.7329382 1.0902747 63.7484990 2382634.9856737256
919.6690928883208 570.6481028369592 0.050280943486772464 311.16384961920323 152036.71593501867 1.7340606 0.3701782 61.4635439 4489539.10899571
447.3182141553312 340.0 0.050280943486772464 296.4242855404416 128971.90565132276 1.7338472 0.5037222 63.7826868 2838410.1222376367
380.705459270948 340.0 0.07090693922850856 207.60727902793067 126909.30607714914 1.7255164 0.6254087 63.5895560 2608985.285284998
614.1719755915647 456.73325816030837 0.07090693922850856 207.60727902793067 138582.63189318 1.7255164 0.5252806 62.5023398 3426118.092407156
197.67761803690962 234.819340155446 0.1 244.05191696802345 113481.9340155446 1.7310363 1.2412088 63.8315066 1933394.063578933
441.9636796782462 340.0 0.053016822711771286 289.2849062376616 128698.31772882288 1.7336800 0.5258839 63.7654578 2818388.916951228
402.8281515089625 340.0 0.053016822711771286 237.10420201195 128698.31772882288 1.7303024 0.4881539 63.7345335 2693082.7421628097
